content,date,Sentiment
"Switched from an extremely full and disorganized calendar, notebook, and phone notes to Todoist. Now everything is in project folders and I can keep track much easier - one for each of my classes, work, and home. I love it and now I spend less time on my phone and more time getting stuff done. My only suggestion for the Devs is to allow users to hide the large ""labels,"" ""projects"" and ""filters"" folders if we don't use them. I don't like filters and wish I could hide it.",2022-10-29,Positive
"Nice app, useful and easy to use. The free version has lots of options to serve the goal.",2025-01-30,Positive
Very useful. It helps keep track of productivity very well.,2023-07-08,Positive
"I have found this app AWESOME so far! It really helps to remain organized! Just 1 hard suggestion, if possible, please add facility for completing periodic goals, like what i am working, is for betterment of my carrier in coming 5 years. Thanks a lot once again!",2022-10-15,Positive
Wonderful app! Really helps me to work on what's important!,2023-09-13,Positive
Perfect,2024-10-02,Positive
Good app... helps to check each activity on hand.,2022-02-05,Positive
It's a great app.... love it,2024-01-14,Positive
I love the feeling of ticking off things I've purposes to do and actually accomplished at the end of the day and todoist aids in that great sense of accomplishment. Super grateful,2022-12-19,Positive
Maybe I'll get around to using it!,2022-03-14,Neutral
Best productivity tool ever,2023-10-10,Positive
Excellent app. Very easy to use!,2024-12-29,Positive
"Powerful, convenient and intuitive",2023-03-01,Positive
Worth it. Simple Elegant Useful,2024-09-25,Positive
"This is beyond helpful when planning out my day. I use this for both school and personal projects. It's aesthetic, organized, and simple to use. I'm in love with Todoist! 💛",2023-12-09,Positive
Love it! Nice way to stay organized,2023-07-15,Positive
By far the absolute best to-do app! The free version is great and the paid version is even greater!,2024-04-07,Positive
Awesome experience 👏,2024-08-13,Positive
This app changed my life. Nice overlay.,2023-06-01,Positive
Very usefull app for procrastinators,2023-03-04,Positive
Still learning how to integrate this app to my workflow.,2022-06-09,Positive
Goods App,2022-05-29,Positive
Very versatile and easy to use,2024-02-15,Positive
Been using this app for 3 years.,2022-03-08,Positive
"Best app to manage your to do list, and its syncing feature b/w laptop & mobile is amazing...",2024-10-10,Positive
This is beginning to change my life.,2023-01-16,Positive
The best option for productivity. Use this tool with GTD system and see the magic.,2022-02-27,Positive
Intuitive and very helpful 👌,2022-12-08,Positive
Very user friendly,2025-02-27,Positive
"If you work it, it will work for you.",2023-12-28,Neutral
"It is a great productivity tool, keeps you on track with everything you set out to do",2024-02-09,Positive
Best todo list I have used so far. Works on every device I have just perfect ❤️,2023-09-06,Positive
I've tried to use to-do list type applications before. I see the benefit in them. But they never really stuck with me. The customization and organization options in this app make it great. I use it daily.,2022-12-20,Positive
The new board view is a nice improvement.,2022-04-26,Positive
Great,2023-10-24,Positive
Great reminders,2023-03-29,Positive
Awsome! Love that google assistant take my voice notes to todoist!,2022-10-14,Positive
Great so far,2024-10-13,Positive
"Loving it so far. The absolute high that I get from checking off important tasks on a to-do list is indescribable. Todoist is my white rabbit. But actually it really is great. Feels intuitive. Other than an occasional crash when I move tasks to different sections, causing me to reopen it once again, I really enjoy using it.",2022-11-07,Positive
Great app to keep on top of life!,2022-07-27,Positive
Great for basic lists to project management!,2023-09-10,Positive
I love the app,2023-03-22,Positive
"**Second Update, Sep 2020** A solid choice 👍 Have been using Todoist for about 5 years. They are like a very slow 🐢 (in terms of releasing features) that you love and hate at the same time, but at the end of the day, this is a super powerful tool that has passed the test of time. Highly recommend.",2023-11-01,Positive
Amazing tool to organize your day.,2023-09-25,Positive
Great app.,2022-02-24,Positive
Great app,2024-06-30,Positive
"One of the best apps I used in my whole life. Superb, thoughtful, subtle design makes you want to use it, and this is the key!",2024-11-01,Positive
I'm enjoying a lot my experience with todoist. My productivity is increasing.,2023-10-19,Positive
I love it,2024-09-06,Positive
This app is fantastic! It is so easy to use and has a sleek dashboard that makes it easy to follow up on my own tasks. Free version is great and has all the features I need.,2023-05-30,Positive
Superb,2022-08-25,Positive
The perfect to do app.,2022-12-14,Positive
Awesome,2023-09-19,Positive
Absolutely love this App! Especially it's support for markdown 😉,2025-02-01,Positive
Phenomenal,2023-09-22,Positive
"This app is making me manage better! I love it, specially when I use it on different platforms and web. I definitely suggest it to my friends.",2022-12-30,Positive
I like the app so far. Good game changer.,2022-11-17,Positive
cool app,2022-10-13,Positive
Honestly the best app I could ask for. Managing and completing tasks in a form of projects.,2022-05-29,Positive
Good,2025-01-12,Positive
"Greedy app...Not worth the cost, atleast can make it a one time purchase. You can install Google Calendar, tasks ,habit tracker seperately for free and still use it",2023-02-10,Negative
"Wanted to try it out but the features I wanted (pomo, monthly calendar view, etc.) are only available with a subscription. Wish I discovered that before syncing google calendar info.",2024-09-04,Neutral
