content,Sentiment,Predicted Star Rating,Confidence
"I wanted an app for easily sharing grocery shopping lists with my partner. I shared the list with her, nothing came through and the app told me to upgrade to premium. No thanks - will pass.",Negative,1,0.61
"The tasks don't show when I go to a particular date such as the next day. It says ""you have a free day"" even though all my tasks are set to daily( what is the difference between 'Daily' and 'Every Day' anyway?) I would also appreciate if the subtasks completely checked off once completed instead of showing the next date unlike the other tasks in the list. I thought that I'd found the app with all the features I need and was considering to go Premium but this has really frustrated me.",Negative,2,0.59
"Was great till they added fermium garbage limits, and way overpriced premium with crazy overkill features. Got to love the apology to a review. It's amazing how far companies will go to not make a sale or a dime. 👋 I happily pay for services to store data or provide entertainment and apps that provide tools, but wow you must have some super users to garner 30/yr in value from a task app. I'd have been happy with ads or paying $10 once to get some small set of advanced features, but damn.",Negative,1,0.49
Complicated mess,Negative,2,0.36
To view your calendar you have to sign up & then after you sign up it say you have to upgrade & by upgrade they mean buy it for a month subscription or pay for a year. 😅 Can't really use it for it's intended purpose without having to buy it. I downloaded it because I was under the assumption that it's basic functioning was free. The subscription price is cheap but I'm careful which places I put my bank/card info as I don't feel comfortable putting any info about myself out there.,Negative,2,0.35
Lost all my Gnotes information with no advanced warning. Years of important information all disappeared now call tick tick with no integration. Very poor and has caused huge problems,Negative,1,0.8
For task duration you need premium,Neutral,3,0.37
Syncing in the background between Android and Mac hasn't worked for multiple months. Have to manually go into the Android app and do a sync. Doing a background sync on Android after every edit or notification that gets updated would be nice. Stop adding features and fix this already,Negative,1,0.42
Terrible support. I purchased the yearly suscription and I got no answer using the Feedback & Suggestion from the app and neither using mail to get a refund. Scam.,Negative,1,0.93
چطوری باید باهاش کار کنیم؟,Neutral,3,0.26
"I loved this app. I used it every day. But suddenly it won't share attachments! I get emails with pdf documents attached, and I used to open the pdf and share it with Tick Tick, and the app would be so awesome it would create a new todo with the pdf attached to it. Now not only does the app look different, which is fine, but I can no longer share the pdf files from my email to the app. That was the whole point of using it for me. I'm really unhappy. I also sent feedback through the app.",Negative,2,0.5
When will Gant view come?,Neutral,3,0.26
Fewer integration with Google Account,Negative,2,0.39
"App cannot sync in backround so it does not sync with your tasks created for example on your PC until you open it manually sync it. Very annoying feature and also making your tasks ureliable... Too bad, because otherwise it's perfect... P.S. I already has contacted the support, they sent me automatic reply and nothing has happened since...",Negative,2,0.43
Good app,Positive,4,0.53
"App is good, however, customer support is not that much. I have contacted them 3 times about an issue and the request is being ignored. I am really sorry that I have to give a low evaluation in order to finally get the attention of the customer support. I am a paying customer for 3 years now",Neutral,3,0.44
Asks me to upgrade just to be able to connect to Google task calendar. Uninstall.,Negative,1,0.28
"Provided apk installed, looks a bit better, but still has some delay after click on Complete from push notification. UPD4: no tasks duplication anymore. Delay between click on Complete and task movement to completed tasks list still occurs. Same delay happens when I mark task checkbox fron the tasks list, not only from push. When I snooze task, no such delay at all. UPD5: app hangs on switch betw. tomorrow and today. I have not enough spaces to describe cases there, may you share issue tracker?",Positive,4,0.43
Nice,Positive,4,0.44
So bad i wish it blocked,Negative,1,0.66
"Has failed to sound and show tasks at the right time or at all, yet still put the recurrence on for the day after. I have a reminder set for every two weeks but it went off after only one week so I took my medication too early, fortunately no harm done to me. Uninstalled.",Negative,2,0.54
It was on my phone when I bought it. I have no interest in a trash app like this.,Negative,1,0.78
"My experience is the exact same as Theodore's review below. Constant syncing problems with google making the app completely unusable. Started happening around the same date as well (around July 25 2020). I emailed the support team with a description and screen shots of the problem and still haven't received a reply. TickTick USED to be a great app but has progressively gotten worse, and now unusable. That's okay though, I've had to switch back to Todoist because of these issues.",Negative,1,0.58
Can't import without signing up. I don't want to give up privacy!,Negative,1,0.84
38/year y'all out your damn minds. Can't even view a full month calendar with the free version. Only day and week. Silly devs.,Negative,1,0.81
"Worst app for reminder, period. Use google products instead. They will work no matter if you turn on or off the background use. This power hungry good for nothing apps are straight to be ruled out. Well if you don't believe me, give it a try and keep regretting",Negative,1,0.67
"Absolutely refuses to not sync data with Google account. If I try to use a Gmail sign in I HAVE to sync everything with Google. The app will ask 500 times in a row regardless of how many times I hit ""deny"". Makes the entire app totally unusable. Changing emails is a massive pain in the ass if you already have a Google account associated with it. This is absolute garbage.",Negative,1,0.97
"I think this is just irritating... Because I just planned my whole day and kept reminders, not even a single reminder came through the whole 24 hours.....",Negative,2,0.5
"Poor, practically no functionality available in free version, even day view is restricted. Removing this app from my phone.",Negative,1,0.75
